blk_no,postal_code,entity_id,latitude,longitude,bus_stop_num,bus_roof_num,bus_stop_latitude,bus_stop_longitude,euclidean_distance_to_nearest_bus_stop_km,nearest_bus_stop_estimated_walking_km,walking_time_to_nearest_bus_stop_mins
131,540131,6909,1.3895429716359584,103.90311376312104,67119,B06,1.3905128285657025,103.90321605211754,0.1086,0.1303,1.63
771,760771,1356,1.4240034240016515,103.83256912376312,59089,B25A,1.4240548393551171,103.83158507070132,0.1097,0.1316,1.64
37A,601037,6189,1.3208737885868946,103.74253404527073,20201,B01,1.3212437450571672,103.7434026578348,0.1051,0.1261,1.58
53,600053,9301,1.3214014872547215,103.73760133817906,20249,B01,1.321610578176037,103.73671938377937,0.1009,0.1211,1.51
185,820185,8684,1.3981769016117618,103.91029719068425,65279,B07,1.3993716312415667,103.91092077795682,0.15,0.18,2.25
965A,521965,11050713,1.3377319302759336,103.93963956213234,84261,B04,1.3342206590887844,103.94168858053023,0.4525,0.543,6.79
310A,561310,11010781,1.3649509022708115,103.84383514365615,54011,B01,1.3657740502105855,103.84347668221838,0.0999,0.1199,1.5
130C,313130,11050642,1.337192998767289,103.84333419869657,52151,B08,1.3379712741799572,103.84360012404186,0.0916,0.1099,1.37
47,100047,8709,1.2720419202868183,103.81010051530359,14351,B02,1.272689429901485,103.80997529727549,0.0734,0.0881,1.1
802A,681802,12556,1.3745037900521446,103.7436375343312,44181,B02,1.3744456967326144,103.74293951374776,0.078,0.0935,1.17
220C,823220,11053365,1.4015936330349226,103.89589387789478,65439,B01A,1.4016312776496964,103.89627418229946,0.0425,0.051,0.64
351,680351,11599,1.383512980144836,103.74309741866195,44461,B08,1.3824794542450065,103.74300871009913,0.1155,0.1386,1.73
231A,821231,11051458,1.402186116049075,103.89188165395144,65541,B01,1.40350831137751,103.89125868516305,0.1627,0.1952,2.44
647,670647,12325,1.388959066271108,103.76402935216916,44831,NIL,1.3878776545054716,103.76580155854155,0.2311,0.2773,3.47
6,590006,2731,1.337739656128365,103.77517304928524,42071,B01,1.3388590219075176,103.77689117309396,0.2282,0.2739,3.42
134,680134,10679,1.3803117431133927,103.75104440977958,44291,B05,1.3815369358254164,103.75138017388218,0.1414,0.1697,2.12
301A,821301,10293,1.4041283507462212,103.9062771188765,65091,B19,1.404007981078493,103.90655160384276,0.0334,0.04,0.5
410,600410,8779405,1.318981095557647,103.74747608772935,20199,B01,1.3191629731019212,103.74824173766874,0.0876,0.1051,1.31
871,760871,2021,1.413104800344321,103.83743931951405,59501,B01,1.4128135052493767,103.83790305068482,0.0609,0.0731,0.91
547,730547,5921,1.430178325206278,103.79313026769408,46961,NIL,1.4305004289537424,103.79290202418647,0.0439,0.0527,0.66
513D,764513,11051212,1.4158165477574822,103.84452390017282,59741,B05,1.4155393538721053,103.84455139973151,0.031,0.0372,0.47
731,730731,5391,1.442875983259716,103.7976545426616,46821,B01,1.4421496181419322,103.7975211846199,0.0822,0.0987,1.23
431,560431,7725,1.3682199332068679,103.85297518114072,54279,B14,1.3697111849365813,103.85395264446693,0.1985,0.2382,2.98
222C,463222,11052475,1.3241816147517267,103.9281243857749,84039,B06,1.3235561110375031,103.92870607212667,0.0951,0.1141,1.43
192,650192,195,1.3456579385061358,103.7448688110699,43691,B01,1.3449871390011479,103.74613008365515,0.159,0.1908,2.38
151,460151,12277,1.317340419677876,103.9469178515593,94051,B15,1.3171031549356202,103.94746746786988,0.0666,0.08,1.0
18,190018,5660,1.3032938843775705,103.86258715226957,01239,B01,1.3028501361648017,103.86164564754188,0.1158,0.139,1.74
129,730129,8712,1.437760902931836,103.7787016499292,46071,B06,1.4386706520333885,103.776865831771,0.228,0.2736,3.42
512,670512,7361,1.3873923327628193,103.76822220481473,44619,B01,1.3872227472573495,103.76775983450122,0.0548,0.0658,0.82
237,680237,10681,1.37933618002869,103.74830143710875,44441,B04,1.37923515340925,103.74758723895118,0.0803,0.0963,1.2
74,150074,3027,1.2880631321671712,103.81574935758614,10459,B02,1.2875568353077613,103.81628343606462,0.0819,0.0983,1.23
207A,641207,9381,1.347057843098137,103.71363833274687,21441,B03,1.3463443970580784,103.71329690817083,0.088,0.1057,1.32
249,310249,3895,1.3313837055032456,103.85654885351008,52331,B03,1.3325070209468797,103.85582893567363,0.1485,0.1782,2.23
324,750324,439,1.4445867488173756,103.81799695700904,58371,B05,1.4443748248853305,103.81882225273948,0.0948,0.1138,1.42
140,550140,11831,1.3683595436589178,103.87489814669135,63211,B13,1.3682242032268284,103.87575822438666,0.0969,0.1163,1.45
174,650174,3471,1.3456938819400914,103.74104230152363,43359,UNK,1.3468674369938727,103.74097820045664,0.1308,0.157,1.96
621,650621,5886,1.3502104615322508,103.7483462290695,43399,B04,1.350612404747957,103.74807195959427,0.0542,0.065,0.81
447A,821447,10251,1.4174531925381333,103.91241043410723,65129,B26,1.4165440576001156,103.90960204887665,0.3285,0.3942,4.93
702,730702,5454,1.4417337395844099,103.79664097466721,46821,B01,1.4421496181419322,103.7975211846199,0.1083,0.13,1.63
151,560151,3858,1.3767103485967334,103.8412230302371,54459,B23,1.3769314994167552,103.84113372524132,0.0265,0.0319,0.4
148,140148,10067,1.2944032935190866,103.80443314017727,11141,B09,1.2947043364150155,103.80570069943678,0.145,0.174,2.17
588A,511588,11050716,1.3772878860625928,103.94629581620097,77199,B14,1.3770748026280646,103.9456982928391,0.0706,0.0847,1.06
587A,511587,11050717,1.3777271140323823,103.94581547274345,77199,B14,1.3770748026280646,103.9456982928391,0.0738,0.0885,1.11
589A,511589,11050720,1.3769078727056485,103.94697923180252,77191,B13,1.3765756849135882,103.94598525512085,0.1166,0.14,1.75
589B,512589,11050722,1.377157539230326,103.9473945005942,77191,B13,1.3765756849135882,103.94598525512085,0.1697,0.2036,2.55
623,470623,949,1.3336825500960034,103.91681464832578,84501,B31,1.333115848532838,103.9159962539621,0.1108,0.133,1.66
963D,524963,11050712,1.3376245490805436,103.93827370481232,75069,B26,1.3406584832706396,103.93673793731246,0.3785,0.4542,5.68
270,600270,4723,1.3412217113219456,103.74600227991864,28629,B08,1.3419257265017512,103.74420194118387,0.2151,0.2582,3.23
766,640766,9146,1.3498260989792554,103.69782365297723,27431,B08,1.3494003295302253,103.69732072395836,0.0733,0.088,1.1
621A,681621,11612,1.39957809556253,103.74758978511838,45389,B03,1.4006363789062977,103.74730706586017,0.1219,0.1463,1.83
142,730142,8771,1.4370065507784948,103.77707484521005,46071,B06,1.4386706520333885,103.776865831771,0.1867,0.224,2.8
823,520823,3568,1.3488192467282814,103.93399888446264,75099,B01,1.3481272220717504,103.93418783106758,0.0799,0.0958,1.2
357A,751357,368,1.45001007014061,103.81698400387808,58329,B02,1.4505212122208053,103.81661447704204,0.0702,0.0842,1.05
2A,131002,8184,1.3028700079814945,103.78375584476616,19081,B04,1.302737506629831,103.78275066249978,0.1128,0.1354,1.69
325A,691325,11052489,1.363464774055414,103.73258906834566,43781,B12,1.3589595365735252,103.73872236091304,0.847,1.0164,12.71
325B,692325,11052491,1.3630207197335782,103.733308647227,43781,B12,1.3589595365735252,103.73872236091304,0.7532,0.9039,11.3
324A,691324,11052493,1.3627793868113525,103.73254471818672,43781,B12,1.3589595365735252,103.73872236091304,0.8084,0.9701,12.13
324B,692324,11052494,1.3625627210907363,103.7334499221087,43781,B12,1.3589595365735252,103.73872236091304,0.7108,0.8529,10.66
325,690325,11052495,1.3635184912286729,103.73352848028998,43781,B12,1.3589595365735252,103.73872236091304,0.7692,0.923,11.54
175,310175,11056340,1.3333930834342254,103.84704663844846,52189,B01,1.3331213714739996,103.84679608823187,0.0411,0.0494,0.62
179,530179,11052441,1.346324753542279,103.88826139015372,62239,B07,1.3476807001736244,103.88995183205738,0.2412,0.2894,3.62
326,550326,9673,1.3503525231326534,103.86896538497125,66411,B06,1.3500828833022116,103.86904611597373,0.0313,0.0376,0.47
416A,121416,4440,1.3098449294328836,103.76997936557397,17091,B17,1.3091135349919913,103.7715492308403,0.1928,0.2313,2.89
125,540125,7839,1.3890121434449465,103.90290867572686,65049,B08,1.3898482764276998,103.90188534395884,0.1471,0.1765,2.21
720A,521720,873,1.3595956741026716,103.93574158768698,75271,B11,1.3602333695468793,103.93591849122309,0.0737,0.0884,1.11
626,560626,8348,1.381207423456133,103.84019281090124,55169,B03,1.3812322572819025,103.84097644734999,0.0873,0.1047,1.31
136,540136,6477,1.3888703716966868,103.90506610476268,67129,B04,1.3893826506940912,103.90496602098263,0.0581,0.0697,0.87
60,600060,150,1.3227362552732997,103.73863413228182,20239,B06,1.3225191143709873,103.73946248801312,0.0953,0.1144,1.43
613A,671613,3227,1.3844406733085446,103.76166354594915,44791,B01,1.3837463637233407,103.76069450292047,0.1327,0.1592,1.99
510,460510,7927,1.332339460580824,103.93095010018719,84421,B03,1.332264372113678,103.93031846170257,0.0708,0.0849,1.06
188,570188,12607,1.3498855411688835,103.85178016389594,53009,NIL,1.3504682047112568,103.8498057227193,0.2291,0.2749,3.44
126,350126,1726,1.3349685564425633,103.86520155220296,61079,B06,1.3359968695377167,103.8651674972098,0.1145,0.1374,1.72
290A,652290,7412,1.3432483139025158,103.7565354265234,43149,NIL,1.344016836254241,103.7560185595759,0.1031,0.1237,1.55
204D,544204,2767,1.387606772896365,103.8953288711535,67349,B04,1.3883624753223447,103.89536637590079,0.0842,0.1011,1.26
677A,821677,9760,1.4052334856227313,103.9093288386559,65309,NIL,1.4049331203470914,103.90928099354693,0.0339,0.0406,0.51
252,530252,3190,1.3602467594042396,103.89251322539472,63079,B15,1.3598793762655865,103.89297562317078,0.0657,0.0789,0.99
802,520802,8475,1.3460141660090226,103.93802188340135,76289,B01,1.3471132688115066,103.93822081289255,0.1243,0.1492,1.87
521A,731521,5446,1.4339458019603988,103.79359313690247,47581,NIL,1.4345227035368624,103.79372513572002,0.0659,0.0791,0.99
633,200633,8329,1.305740699790862,103.8549338002171,07529,B02,1.3044597193397247,103.85479299043966,0.1435,0.1721,2.15
32,461032,7014,1.3237160334522626,103.92497146345995,84021,B03,1.3233851801687257,103.92515372683596,0.042,0.0505,0.63
626,730626,1942,1.4335971961338694,103.80057200719058,47551,B05,1.4344513375383463,103.80169531812437,0.1571,0.1885,2.36
710,560710,168,1.371045879994947,103.84818267373166,54391,B07,1.3715927175383689,103.84824580394444,0.0613,0.0735,0.92
841,520841,852,1.3515403981190512,103.93451024743783,75209,B02,1.3513505671186292,103.93364841414001,0.0982,0.1179,1.47
639,200639,6672,1.3077436663108561,103.85520829003593,07419,B04,1.3065374302913766,103.85612220476071,0.1685,0.2021,2.53
108A,322108,12947,1.3205318652329396,103.85933985046861,50349,B01,1.3192413077760694,103.85961316111734,0.1468,0.1762,2.2
740,760740,1500,1.430099029246337,103.83215500527207,59149,B03,1.4306356331806638,103.83225086511847,0.0607,0.0728,0.91
459A,121459,5435,1.3115840899446367,103.76724992309366,17251,B03,1.311475520542194,103.76744955250571,0.0253,0.0303,0.38
433,530433,8514,1.3761036601446976,103.89387594604621,64039,B04,1.376690510025729,103.89383265644632,0.0655,0.0786,0.98
423,560423,3839,1.3687707799834519,103.85160630607636,54269,B16,1.3692250325898137,103.85109591707658,0.076,0.0913,1.14
221,520221,2354,1.341693972150962,103.95655446602856,96299,B04,1.3412317247677286,103.95707013465015,0.0771,0.0925,1.16
240,650240,5390,1.350657913743631,103.75405654138706,43429,B07,1.3510491384891405,103.75383441746877,0.0501,0.0601,0.75
223A,601223,10948,1.3413625772598263,103.73678195136766,28289,B18,1.3419171110314996,103.73573566680673,0.1318,0.1582,1.98
759,730759,8913,1.4465173770328472,103.79532179487087,46469,B05,1.4466535586521343,103.79485067470968,0.0546,0.0655,0.82
792A,681792,334,1.3952170317836918,103.74951218705152,45359,B04,1.3961817960895642,103.74940243276635,0.1081,0.1297,1.62
792B,682792,352,1.395533094754276,103.7491345916869,45359,B04,1.3961817960895642,103.74940243276635,0.0781,0.0937,1.17
119A,541119,3081,1.384168978531755,103.90337981173879,67501,B01,1.3836305837627163,103.90366677125942,0.0679,0.0815,1.02
455,510455,7805,1.37180367985928,103.95835069951872,78241,B03,1.3720931507822864,103.95760000813135,0.0895,0.1075,1.34
231,520231,10586,1.3435814766557401,103.95690304843485,96199,B04,1.343569915348131,103.95778472215385,0.0981,0.1178,1.47
344,730344,2625,1.4320974432318554,103.78043819727563,45581,NIL,1.4311482510323408,103.77994830268122,0.1189,0.1427,1.78
21,380021,904,1.314271489600293,103.87383561956945,80311,B03,1.3144122920556292,103.87256596109965,0.1422,0.1706,2.13
183,140183,2967,1.2958173979685361,103.80473561852743,11149,B10,1.2951852615870263,103.80597535732333,0.1549,0.1859,2.32
172A,541172,12893,1.3872047190383514,103.9099936433153,67529,B06,1.387279902357232,103.90929645856825,0.078,0.0936,1.17
351,650351,7781,1.3618314200802524,103.74945005994482,43659,B01,1.3637943756319948,103.74922614594027,0.2199,0.2639,3.3
708,680708,11268,1.3915041584634391,103.74693341815559,45301,B04,1.3918417267894503,103.74654931583717,0.0569,0.0683,0.85
94,310094,62,1.3390722909060695,103.84965439523057,52449,B01,1.3403668871116603,103.85008161965423,0.1518,0.1821,2.28
473,670473,7080,1.3882388237476773,103.77213436600535,44691,B01,1.388308191057049,103.77137492976381,0.0849,0.1018,1.27
817,760817,12158,1.4121036025096418,103.83389392140944,59721,B01A,1.4118047061337295,103.8340449147896,0.0373,0.0447,0.56
683A,731683,2026,1.4401914433873095,103.80283290688226,47599,NIL,1.4397162566167958,103.80273609049952,0.054,0.0648,0.81
18,080018,3493,1.2739020459132988,103.8394268991912,05631,B01,1.2734805963948956,103.84038577766049,0.1166,0.1399,1.75
803,730803,11775,1.4403411213044552,103.78708788706523,46279,B06,1.4401826464905443,103.78695797565629,0.0228,0.0274,0.34
721,730721,11158,1.4441280679131399,103.80030189345693,46789,B02,1.4435470896195366,103.80107021669747,0.1072,0.1286,1.61
449,670449,9489,1.3841073174799785,103.77227851632819,44911,NIL,1.384798463680638,103.77281061121609,0.0971,0.1165,1.46
873,520873,10315,1.353948319968374,103.93223717956974,75159,B04,1.3540588326773064,103.93144358523455,0.0892,0.107,1.34
127B,162127,10959,1.2818557834402966,103.82995830268094,10121,UNK,1.282619281641266,103.82892502057433,0.143,0.1716,2.14
640A,821640,2831,1.399283576544245,103.91569470566024,65329,NIL,1.3998465331135619,103.91632951751103,0.0944,0.1133,1.42
499C,523499,9401,1.359498433700184,103.95610185146184,76341,B03,1.359770271346798,103.95533902162934,0.0901,0.1082,1.35
330,650330,10234,1.3632930803933254,103.74832469002484,43659,B01,1.3637943756319948,103.74922614594027,0.1148,0.1378,1.72
729,640729,9087,1.346380035085376,103.69781878053138,27341,B04,1.346663472277407,103.69770005704902,0.0342,0.041,0.51
586,560586,141,1.3703330930414206,103.85343100241508,54271,B13,1.3699829856040602,103.85349172961584,0.0396,0.0475,0.59
483,670483,7449,1.3887959592495687,103.77213768954948,44691,B01,1.388308191057049,103.77137492976381,0.1008,0.1209,1.51
701,680701,11296,1.3916487957231836,103.74625666281385,45301,B04,1.3918417267894503,103.74654931583717,0.039,0.0468,0.59
209,550209,5958,1.3543812567049283,103.87424010590216,63149,B02,1.354917105870019,103.87456180639217,0.0696,0.0835,1.04
689A,681689,11526,1.4030625734904467,103.75033746097546,45421,B03,1.4027214605556177,103.75055645918066,0.0451,0.0541,0.68
609,730609,1842,1.43594951931416,103.79628981479141,46689,B06,1.4359146589260703,103.79600340059051,0.0321,0.0385,0.48
476A,761476,9629,1.42863097932666,103.85249261287316,59811,NIL,1.4275264592862333,103.85210740373316,0.1302,0.1563,1.95
535,050535,1615,1.2845760619702085,103.84622870460703,05199,B03,1.2845739625048291,103.84673833719546,0.0567,0.0681,0.85
61,141061,11054950,1.2940670416161326,103.81094084313499,10299,B10,1.292358351725347,103.81150039622348,0.2001,0.2402,3.0
456B,792456,11054915,1.3920898099465044,103.8697385508688,68011,B07,1.3913360120746436,103.87024722857704,0.1012,0.1215,1.52
455,790455,11054916,1.3919098716422773,103.87105530474595,68011,B07,1.3913360120746436,103.87024722857704,0.1103,0.1324,1.65
456,790456,11054917,1.3918733860406607,103.8698073177203,68011,B07,1.3913360120746436,103.87024722857704,0.0773,0.0928,1.16
658A,821658,11052020,1.4001697826573913,103.91961811899289,65561,UNK,1.3988863000656817,103.91910901554084,0.1537,0.1844,2.31
87,440087,11052897,1.3023112273787523,103.90573664469107,92049,B02,1.3029679846003537,103.9058482608372,0.0742,0.089,1.11
78A,164078,4616,1.2911440358301032,103.82793574179155,10231,B05,1.2904027860755383,103.82767699309366,0.0874,0.1049,1.31
119,151119,2905,1.286217334210541,103.8048566132819,11019,B18,1.2866700442167707,103.80580742850107,0.1172,0.1406,1.76
721,520721,3029,1.3599804254356858,103.93634575349176,75271,B11,1.3602333695468793,103.93591849122309,0.0553,0.0663,0.83
359B,752359,653,1.4493661135037847,103.81511452641143,58321,B01,1.4501828153653897,103.81609972664896,0.1424,0.1709,2.14
8,590008,6602,1.3379217099250762,103.77401167189595,42169,B04,1.340391736590658,103.77371628987848,0.2769,0.3323,4.15
340,650340,7919,1.363160290647635,103.74953504718982,43659,B01,1.3637943756319948,103.74922614594027,0.0785,0.0942,1.18
367,120367,8584,1.3129343889656504,103.77164965615385,17101,B15,1.3146419367675963,103.77180317273837,0.1909,0.229,2.86
111C,693111,13083,1.3555335604754943,103.73346345925285,43751,B14,1.3559168315286185,103.7365479463389,0.3459,0.4151,5.19
762,640762,9059,1.349024220648132,103.69765630865035,27431,B08,1.3494003295302253,103.69732072395836,0.0561,0.0673,0.84
173,310173,5960,1.3300726623857693,103.84253232308636,52071,B06,1.3299302810700797,103.843904586082,0.1535,0.1842,2.3
51,210051,3964,1.3167321391151892,103.85110245979057,50089,B01,1.3165421296490596,103.8505241950098,0.0677,0.0813,1.02
58,310058,4873,1.3367836246828275,103.8505134113464,52279,B06,1.3369666171011918,103.84991045718247,0.0701,0.0842,1.05
624,470624,952,1.3342968442533807,103.91643712562689,84501,B31,1.333115848532838,103.9159962539621,0.1403,0.1684,2.1
424,670424,11773,1.3857251581197394,103.76919736786407,44779,B05,1.384243328508359,103.77023700248759,0.2015,0.2418,3.02
325,120325,245,1.3150786019351486,103.7668071177438,17179,B16,1.3151957852755718,103.7654449180747,0.1522,0.1826,2.28
694A,731694,1820,1.4390681802613046,103.80440481804726,47641,B01,1.4392226435646134,103.80378619184152,0.071,0.0852,1.06
210B,542210,2370,1.384576497837745,103.89976192368685,65021,B03,1.384069086599488,103.8996568903125,0.0577,0.0692,0.87
64,610064,11054634,1.3323581510437095,103.72241641154834,21581,B05,1.332551869847897,103.72325573605156,0.0959,0.115,1.44
491F,525491,8884,1.3630079641370367,103.95492494942349,76279,B01,1.3619978667414103,103.95516060119607,0.1155,0.1386,1.73
3,430003,9951,1.3117449208271423,103.8973713808366,82121,B03,1.3096570208333191,103.89666444940208,0.2454,0.2945,3.68
342,400342,2663,1.326427616848963,103.90113191966373,71111,B03,1.3267145814288541,103.90051744037594,0.0755,0.0906,1.13
25,310025,6024,1.3336181108936882,103.8570524039556,52319,B02,1.3341231685525201,103.8570383498765,0.0562,0.0675,0.84
330,750330,452,1.4467102994882848,103.81780717714206,58259,B05,1.4477365151258217,103.81889682598883,0.1666,0.1999,2.5
24,519231,3041,1.3812149400348046,103.9440526828834,77081,B03A,1.3802765842975118,103.94270398038708,0.1829,0.2194,2.74
480A,671480,7915,1.3896831922438766,103.77188134325552,44691,B01,1.388308191057049,103.77137492976381,0.1631,0.1957,2.45
138,530138,5784,1.351694330918584,103.88426989428775,63301,B04,1.3514624665150126,103.88524154898431,0.1112,0.1334,1.67
323A,541323,4420,1.3930118878128834,103.89301037845335,67441,B04,1.3922718567640402,103.8934470401579,0.0956,0.1148,1.43
460,560460,10094,1.3663434535163357,103.85912269098894,54389,B06,1.36632586965054,103.85656523636352,0.2846,0.3415,4.27
156,540156,7114,1.3911010405351876,103.9074329276194,67671,NIL,1.3918939107587631,103.90711634243492,0.095,0.114,1.43
57,460057,4158,1.3259262118891575,103.92027484595556,84579,B03,1.3257993761563789,103.91949020204622,0.0885,0.1061,1.33
185,670185,3670,1.3793541644730296,103.76229345129714,44909,UNK,1.3800770802636657,103.76243432184661,0.082,0.0984,1.23
247,760247,1225,1.4349606410716171,103.84209659901649,59189,B03,1.4342337484308765,103.84204254310356,0.0811,0.0974,1.22
265A,541265,3334,1.3823438094153941,103.89534768648771,65011,B01,1.3815309340871818,103.89719858784845,0.225,0.27,3.37
313,560313,2620,1.36662874848373,103.85013216136744,54331,B05,1.3672318095862663,103.85055645349352,0.0821,0.0985,1.23
259,820259,9463,1.4044944016826366,103.89536866632622,65499,B02,1.4045768183468186,103.89503116678264,0.0387,0.0464,0.58
473A,791473,9826,1.3977856160917523,103.88102157665219,67551,B01,1.3958711562868047,103.88033644121445,0.2263,0.2716,3.4
353B,752353,931,1.4501629028123741,103.81930486016655,58219,B01,1.4495187554704396,103.81977879776737,0.089,0.1068,1.34
688,730688,1817,1.4440079051259782,103.80746850144175,47619,B12,1.4442505527720775,103.80710273183061,0.0489,0.0586,0.73
297,760297,1181,1.435827249718457,103.83548461245019,59231,B16,1.435370995426328,103.83678043679652,0.1529,0.1835,2.29
788E,735788,2028,1.4444318473804936,103.80245033107288,47661,B05,1.444505073080129,103.80270686072792,0.0297,0.0356,0.45
671B,762671,11054706,1.4187910656152232,103.84274124987753,59711,B04A,1.4182364391386135,103.84276443698569,0.0618,0.0742,0.93
334C,543334,9618,1.3974591840509691,103.88982776318416,67311,B03,1.3969681398540459,103.88975829568659,0.0552,0.0662,0.83
180,570180,12489,1.3484595780359647,103.85238014395314,53259,B02,1.3470626353851556,103.85201444047341,0.1607,0.1929,2.41
167D,824167,3461,1.3945521557561016,103.91453649105989,65231,NIL,1.3943649981752917,103.9158216309141,0.1445,0.1734,2.17
2B,382002,5182,1.3136133760806652,103.87161680427292,80109,B02,1.3131979896786639,103.87148985096172,0.0484,0.058,0.73
761A,471761,3802,1.335837812349196,103.93440078522713,84201,B05,1.3364790044214838,103.93311744327208,0.1597,0.1916,2.39
293D,544293,11326,1.3967213749970864,103.89535662198676,67599,B07,1.3972563953869475,103.89482471520387,0.084,0.1008,1.26
135,350135,2339,1.334652830452429,103.86678721284846,61009,B04,1.3352151712578149,103.86659717028496,0.0661,0.0793,0.99
692,530692,8016,1.376657675722309,103.88686628698282,64561,B06,1.37715501110175,103.8870041225575,0.0574,0.0689,0.86
438,650438,11053747,1.3580579867875575,103.7399095324595,43789,B11,1.3590565853025565,103.73940584621911,0.1245,0.1494,1.87
439C,653439,11053741,1.3577077661667494,103.73886820985098,40311,B09,1.3572683798260865,103.73898833976016,0.0507,0.0608,0.76
684C,643684,2552,1.34358022327965,103.70452060057826,22449,B02,1.3426473061030317,103.70380311965928,0.131,0.1572,1.97
236,550236,539,1.354225902366836,103.86985770537046,66049,B05,1.355344240214904,103.86892414532856,0.1622,0.1946,2.43
105,470105,6712,1.3292025169029171,103.9092336100489,72069,B04,1.331515680112616,103.9099047865295,0.2681,0.3217,4.02
310,820310,2383,1.4093688853678479,103.90047714168391,65469,B08,1.4099898879845534,103.90072695030702,0.0745,0.0894,1.12
124,570124,679,1.3465194935406435,103.85126121777431,53251,B01,1.3468502296112226,103.8519512609739,0.0852,0.1022,1.28
577,730577,1890,1.4310261452013402,103.79653822268192,47511,B03,1.4319225339748758,103.7964501580515,0.1003,0.1203,1.5
682C,643682,7684,1.343316724444582,103.70538945544743,22489,nil,1.342694278876158,103.70542851888702,0.0694,0.0833,1.04
24,400024,2968,1.3237323169832431,103.90232861383265,83111,B03,1.3235312241264072,103.90527934897541,0.3292,0.395,4.94
137,670137,4922,1.3750098048388366,103.76948567276186,44219,B04,1.3758194968571082,103.76926652854641,0.0934,0.1121,1.4
246,520246,2642,1.3449452195268405,103.9542224213202,96141,B04,1.344697735240721,103.95328711031087,0.1077,0.1292,1.62
13,380013,5026,1.3145099615640603,103.87041000686946,80109,B02,1.3131979896786639,103.87148985096172,0.1891,0.227,2.84
461A,651461,11055634,1.3549240191551895,103.73996835383821,40349,B08,1.3548899415518447,103.73942150895893,0.061,0.0732,0.91
513,640513,2261,1.3474698431794199,103.71995844313452,28421,B04,1.3459152625060755,103.7192877790714,0.1885,0.2262,2.83
763,640763,9080,1.3488681042528463,103.69829770921383,27389,B03,1.3484642213157618,103.69815045586054,0.0479,0.0574,0.72
641C,523641,12980,1.3670277429120217,103.94400583621893,75551,NIL,1.3663021830001367,103.94353918178082,0.096,0.1152,1.44
440,510440,6933,1.3690979235783394,103.95860194210826,78069,B06,1.3686922091324658,103.95818995198508,0.0644,0.0772,0.97
706,680706,11356,1.3904673755967185,103.74678893985399,45301,B04,1.3918417267894503,103.74654931583717,0.1553,0.1864,2.33
900,730900,11201,1.4350125433933387,103.78685971705644,46321,B06,1.4345922467588004,103.78659959315878,0.055,0.066,0.83
220,680220,11564,1.3820186150274534,103.7455252504891,44489,B04,1.3818073855314166,103.74534629782374,0.0308,0.037,0.46
572,530572,6842,1.378300641866324,103.88738978606217,64561,B06,1.37715501110175,103.8870041225575,0.1346,0.1615,2.02
716,640716,9106,1.3440194810635322,103.69676409232972,27351,B02,1.3441374418676932,103.69607280769367,0.078,0.0937,1.17
301,570301,965,1.3494048022949732,103.83853224841695,53029,B04,1.3492369978772736,103.83737361649777,0.1303,0.1563,1.95
304A,731304,9448,1.4305772939188524,103.77366861604017,46591,B10,1.4306222374153594,103.77323757059158,0.0482,0.0579,0.72
6A,082006,7367,1.2762816220574087,103.83903233120802,10021,B05,1.2774628855623351,103.8383360779917,0.1526,0.1832,2.29
38,141038,12049,1.2977293262183471,103.80436366339158,11159,B08,1.298011602008203,103.80373135122005,0.0771,0.0925,1.16
4,271004,7760,1.308075376788617,103.79580974372617,11401,B02,1.3090933078686786,103.79499646737591,0.145,0.174,2.18
643,640643,5746,1.339285793595353,103.69570286492532,22459,B10,1.3385177131200896,103.69577624861981,0.0859,0.1031,1.29
107,820107,7586,1.396821015645679,103.9078865414157,65161,B04,1.39732366371108,103.90865344445395,0.1021,0.1225,1.53
173,540173,12936,1.387266941791761,103.91232524089897,67529,B06,1.387279902357232,103.90929645856825,0.3371,0.4045,5.06
83,141083,11109,1.294735651019787,103.80823421363526,11139,B12,1.2931038531182395,103.80739706702201,0.2042,0.245,3.06
32,730032,9409,1.4433578834547103,103.77293693277508,46141,B04,1.4436614092538114,103.77326740918886,0.0499,0.0599,0.75
640,410640,4571,1.3320702520120364,103.90497562290511,72051,B01,1.3334271761548993,103.90406903280534,0.1816,0.218,2.72
364A,531364,11053812,1.3706695094055925,103.89673840307516,64049,B32,1.3703068000477174,103.89595752234938,0.0958,0.115,1.44
6,310006,5383,1.3385127735406088,103.8571049560056,52371,B07,1.33993440005166,103.85658543380067,0.1685,0.2022,2.53
17,310017,11054840,1.3363033414219285,103.85639501446265,52429,B01,1.3363665878544249,103.85709545046421,0.0783,0.0939,1.17
170,140170,8579,1.2909355020508917,103.80315857199844,11561,B05,1.2911273810962434,103.80248725172987,0.0777,0.0932,1.17
571,680571,11053484,1.394023477764296,103.74480686123832,45269,B04,1.3943729107214775,103.74374568161484,0.1243,0.1492,1.87
79D,314079,8590,1.3346871126416098,103.8491590750063,52239,B02,1.334127961001249,103.84890346644153,0.0684,0.0821,1.03
415,790415,9639,1.3892307175152767,103.87991685479992,67479,B01,1.3919793085515166,103.88004140209789,0.3063,0.3675,4.59
562B,732562,11050889,1.4274053577325951,103.79127720612057,46989,B14,1.428075619345435,103.79218855555895,0.1259,0.1511,1.89
533,680533,11054874,1.3920935642203829,103.74313559784187,45461,B03A,1.3926704760586148,103.7436206072914,0.0839,0.1007,1.26
